"ITU, Global ICT Developments",Nigeria,.1,3.5,11.5,13.8,16.1,19.1,21.0,36.0,25.7,42.0,
"ITU, Global ICT Developments",Puerto Rico,10.5,23.4,45.3,48.0,69.0,69.0,,63.5,68.6,70.6,
"ITU, Global ICT Developments",Rwanda,.1,.6,8.0,7.0,8.0,9.0,10.6,18.0,20.0,21.8,
"ITU, Global ICT Developments",Saint Kitts and Nevis,5.9,34.0,63.0,63.2,64.0,64.6,68.0,75.7,76.8,80.7,
"ITU, Global ICT Developments",Sao Tome and Principe,4.6,13.8,18.8,20.2,21.6,23.0,24.4,25.8,28.0,29.9,
"ITU, Global ICT Developments",Seychelles,7.4,25.4,41.0,43.2,47.1,50.4,51.3,54.3,56.5,58.8,
"ITU, Global ICT Developments",Sierra Leone,.1,.2,.6,.9,2.5,4.0,6.1,6.3,11.8,9.0,
"ITU, Global ICT Developments",Solomon Islands,.5,.8,5.0,6.0,7.0,8.0,9.0,10.0,11.0,11.9,
"ITU, Global ICT Developments",Somalia,.0,1.1,,1.3,1.4,1.5,1.6,1.8,1.9,2.0,
"ITU, Global ICT Developments",South Africa,5.3,7.5,24.0,34.0,41.0,46.5,49.0,51.9,54.0,56.2,
"ITU, Global ICT Developments",Sri Lanka,.6,1.8,12.0,15.0,18.3,21.9,25.8,12.1,16.4,34.1,
"ITU, Global ICT Developments",Swaziland (Eswatini),.9,3.7,11.0,18.1,20.8,24.7,26.2,25.6,28.6,47.0,
"ITU, Global ICT Developments",Switzerland,47.1,70.1,83.9,85.2,85.2,86.3,87.4,87.5,89.1,89.7,
"ITU, Global ICT Developments",Tajikistan,.0,.3,11.6,13.0,14.5,16.0,17.5,19.0,20.5,22.0,
"ITU, Global ICT Developments",Tanzania,.1,1.1,2.9,3.2,4.0,4.4,7.0,20.0,13.0,25.0,
"ITU, Global ICT Developments",Tonga,2.4,4.9,16.0,25.0,30.0,32.8,36.0,38.7,40.0,41.2,
"ITU, Global ICT Developments",Turkmenistan,.1,1.0,3.0,5.0,7.2,9.6,12.2,15.0,18.0,21.3,
"ITU, Global ICT Developments",Vanuatu,2.1,5.1,8.0,9.2,10.6,11.3,18.8,22.4,24.0,25.7,
"ITU, Global ICT Developments",Venezuela,3.4,12.6,37.4,40.2,49.1,54.9,57.0,64.0,60.0,72.0,
"ITU, Global ICT Developments",Yemen,.1,1.0,12.4,14.9,17.4,20.0,22.6,24.1,24.6,26.7,
